source,record_id,carrier_id,family,carrier_status,raw_local_permutations_expected,raw_local_permutations_checked,canonicalizations_completed,theoretical_configuration_classes,theoretical_class_multiplicities,canonical_classes_observed,representation_invariance_passed,formal_class_separation_passed,global_symmetry_quotient,passed,seconds,issues
rota,RotA-0258,RotA-0258:local:3,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,2.3804246139998213,
rota,RotA-0258,RotA-0258:local:4,atrop_bond,confirmed,8,8,8,2,4;4,1,true,false,true,true,0.509713854000438,
rota,RotA-0259,RotA-0259:local:0,tetrahedral,supplied_support,24,24,24,2,12;12,2,true,true,false,true,3.422835887000474,
rota,RotA-0259,RotA-0259:local:1,tetrahedral,supplied_support,24,24,24,2,12;12,2,true,true,false,true,3.398585285000081,
rota,RotA-0259,RotA-0259:local:2,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,3.432517117000316,
rota,RotA-0259,RotA-0259:local:3,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,3.4705046449998918,
rota,RotA-0259,RotA-0259:local:4,atrop_bond,confirmed,8,8,8,2,4;4,1,true,false,true,true,0.95469369500006,
rota,RotA-0260,RotA-0260:local:0,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,2.573049380000157,
rota,RotA-0260,RotA-0260:local:1,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,2.5880956380005955,
rota,RotA-0260,RotA-0260:local:2,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,2.5967968810000457,
rota,RotA-0260,RotA-0260:local:3,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,2.599110629000279,
rota,RotA-0260,RotA-0260:local:4,atrop_bond,confirmed,8,8,8,2,4;4,1,true,false,true,true,0.540291812999385,
rota,RotA-0261,RotA-0261:local:0,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,3.709782621999693,
rota,RotA-0261,RotA-0261:local:1,tetrahedral,supplied_support,24,24,24,2,12;12,2,true,true,false,true,3.6533367040001394,
rota,RotA-0261,RotA-0261:local:2,tetrahedral,supplied_support,24,24,24,2,12;12,2,true,true,false,true,3.633471742000438,
rota,RotA-0261,RotA-0261:local:3,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,3.729576605999682,
rota,RotA-0261,RotA-0261:local:4,atrop_bond,confirmed,8,8,8,2,4;4,1,true,false,true,true,1.051721768999414,
rota,RotA-0262,RotA-0262:local:0,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,0.9642196949998834,
rota,RotA-0262,RotA-0262:local:1,atrop_bond,confirmed,8,8,8,2,4;4,2,true,true,false,true,0.15957129999969766,
rota,RotA-0262,RotA-0262:local:2,atrop_bond,confirmed,8,8,8,2,4;4,2,true,true,false,true,0.15959963299974333,
rota,RotA-0262,RotA-0262:local:3,atrop_bond,confirmed,8,8,8,2,4;4,1,true,false,true,true,0.22398997500022233,
rota,RotA-0263,RotA-0263:local:0,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,1.0825056330004372,
rota,RotA-0263,RotA-0263:local:1,atrop_bond,confirmed,8,8,8,2,4;4,2,true,true,false,true,0.1963245890001417,
rota,RotA-0263,RotA-0263:local:2,atrop_bond,confirmed,8,8,8,2,4;4,2,true,true,false,true,0.1806448970000929,
rota,RotA-0263,RotA-0263:local:3,atrop_bond,confirmed,8,8,8,2,4;4,1,true,false,true,true,0.23989986500055238,
rota,RotA-0264,RotA-0264:local:0,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,0.9973630490003416,
rota,RotA-0264,RotA-0264:local:1,atrop_bond,confirmed,8,8,8,2,4;4,2,true,true,false,true,0.15872868000042217,
rota,RotA-0264,RotA-0264:local:2,atrop_bond,confirmed,8,8,8,2,4;4,2,true,true,false,true,0.15919643600045674,
